train_loss,test_loss,train_acc,test_acc
1.703910778727776,1.3263370270193329,32.14722052535125,48.01580484452843
1.2157506071697868,1.2134181343388915,52.15142028100183,52.946229170245665
1.123571302821415,1.1211869992089218,55.83384239462431,56.60539426215428
1.065372478091724,1.0601722292628941,58.893937080024436,59.02765847792476
1.0346687714539118,1.0181071771479333,60.27985644471594,61.020443222813945
1.0112994886876727,0.9959863231518195,61.25152718387293,61.70761037622402
0.9961546141052335,1.027647113297285,62.09338729383018,60.195842638721864
0.9848569238515174,0.9890314764305603,62.53436163714111,62.051193952929054
0.9713913325565112,0.9891586801406137,63.12614538790471,62.54939013915135
0.9634386520948268,0.9836310331345378,63.33422419059255,63.37399072324344
0.9578535319177949,0.9559803494748085,63.626298106292,63.5973200481017
0.9493946996463432,0.9888866121745196,63.922189981673796,62.34323999312833
0.9466458929909727,1.0277745288490656,63.92600794135615,61.72478955505927
0.9407967242492487,1.1842032018200963,64.15699450213805,56.656931798660025
0.9390121757467582,0.9660108193583636,64.10736102626757,63.769111836454215
0.9366759212110727,0.9729880183919806,64.55406230910201,62.875794537021136
0.9329346504742843,1.0327976022393734,64.54069945021381,60.1099467445456
0.9324635251925287,0.9608762519959033,64.5769700671961,63.305274007902426
0.931317222613566,0.9435824462831958,64.60369578497252,64.14705377082976
0.9293981063877736,0.9515228547364488,64.80986560781918,63.90654526713623
0.9341233289972967,0.9671070990212655,64.48915699450214,63.648857584607455
0.9282908037045451,0.9381657302932546,64.83468234575443,63.92372444597149
0.9313082423706288,0.9285678779970349,64.69532681734881,64.62807077821681
0.9274488318240454,0.9671798767379584,64.93204031765426,63.47706579625494
0.9253973294010814,0.9535846307635656,64.83277336591325,63.54578251159595
0.9222761704799791,0.9255880040173086,64.9912186927306,65.00601271259234
0.9177904556160901,0.9668177610368505,65.3501069028711,63.54578251159595
0.923555230713013,0.9813762132172485,64.98549175320709,63.099123861879406
0.9200194767723514,1.0782125476626796,65.07521380574221,58.49510393403195
0.9174932114382843,0.9775856156423727,65.23556811240073,62.85861535818588
0.9206680449945585,0.9107768235261283,65.08284972510691,65.64164232949665
0.9167978904501887,0.9281283446325713,65.0904856444716,64.6967874935578
0.9130295502401947,1.0239371062157039,65.21266035430666,60.384813605909635
0.9150436194266535,0.9897880376337567,65.30429138668296,62.11991066827006
0.9149421509946983,0.9737493162035553,65.29856444715944,62.94451125236213
0.9133545470804604,1.05073047882041,65.31574526573,59.66328809482907
0.9130878831119383,0.958348715214676,65.29092852779475,62.789898642844875
0.913792734416105,0.9445165081227733,65.14966401954794,64.21577048617077
0.9130867170656376,0.9919607851323424,65.31574526573,62.171448204775814
0.9116572228749041,0.9184759185807289,65.35392486255344,64.71396667239307
0.9167670784506744,0.9598294525207103,64.9912186927306,63.562961690431194
0.9121629865527171,0.9371697170036885,65.42646609651803,64.57653324171105
0.9118105094617025,0.9655320506528202,65.4990073304826,63.71757429994847
0.9133765162497863,0.9395917585739421,65.37492364080634,64.57653324171105
0.9119185352482917,0.9048008927414659,65.50282529016494,65.76189658134342
0.9118560447591422,1.0158771382146552,65.36919670128285,61.69043119738876
