train_loss,test_loss,train_acc,test_acc
1.6063114701680181,1.3660946183285472,36.28371330651169,47.82268578878748
1.3464987969153366,1.2808038250874665,47.51154820444047,50.273794002607566
1.2615689418120848,1.162238512356247,51.37088362390105,54.86310299869622
1.2147638838437893,1.1390152332524743,52.98018179108925,55.462842242503264
1.1766651261671701,1.102409834034906,54.611831321710625,57.57496740547589
1.1513908673569087,1.099065948993628,55.58970347191179,57.10560625814863
1.1266981862621963,1.064299337618354,56.686782893756515,59.45241199478487
1.102417477302341,0.9855921075428014,57.65906720309939,62.05997392438071
1.0867875051683151,0.9994685374151775,58.480479809268374,61.64276401564537
1.0692428330198482,0.929615501567935,59.137982416927436,65.26727509778357
1.057794357621533,0.9222416253102339,59.53658173148562,65.3715775749674
1.0409919423897849,0.9293326156235736,60.214573088958424,64.4328552803129
1.030991332521383,0.9021554738788281,60.79757115184026,66.46675358539765
1.015543640308241,0.9354257826077736,61.173819102965275,64.92829204693612
0.9997055439777798,0.9042429708128957,62.15914170764416,66.1277705345502
0.994887355897665,0.8872126221812222,62.34167784234839,66.64928292046936
0.9885937135082087,0.8631189779476828,62.54097749962748,67.14471968709258
0.9774108734256624,0.8594155998397837,63.084860676501265,66.88396349413298
0.9710553382693913,0.8432023091919264,63.218968857100286,67.77053455019558
0.9604071843750234,0.8659240436367448,63.7647146475935,67.56192959582789
0.9561572742966635,0.8490244956650665,63.76843987483236,68.42242503259453
0.9456967592257143,0.8485840407157659,64.1335121442408,68.0573663624511
0.9415946647495969,0.865668164720125,64.53024884517956,67.50977835723599
0.9368306306644446,0.8363532810665016,64.85061838772165,68.39634941329857
0.9276440883869387,0.8113357735426205,65.0052153181344,69.88265971316818
0.9285184748836041,0.832322257376401,64.96610043212637,68.89178617992178
0.9219113094691921,0.8280262827562385,65.3982267918343,68.9960886571056
0.9162979424133011,0.7652733472366532,65.44292951870064,72.09908735332465
0.9145071335884057,0.792950458585672,65.53606019967218,70.97783572359843
0.9046853241364836,0.7833293845631775,65.90858292355833,70.84745762711864
0.9063877152927656,0.7730541308358253,66.17307405751751,71.4471968709257
0.8995772286829908,0.7784505640978608,66.3239457606914,70.27379400260756
0.8935274842811792,0.79784723002721,66.4990314409179,69.67405475880052
0.8916528153625548,0.7707470603996337,66.40031291908807,71.02998696219035
0.8895293214853679,0.7639713366152876,66.55118462226196,71.70795306388527
0.8842985413589983,0.7777644421006741,66.56981075845626,71.26466753585397
0.8825884626512467,0.7487327420882482,66.94233348234242,72.41199478487614
0.8792885109824407,0.748618375011653,66.89763075547607,72.25554106910039
0.8758307412686388,0.7742937430719975,67.16957234391298,71.52542372881356
0.8727638368028029,0.7379946385626378,67.1049935741027,72.43088158581116
0.8744535956251928,0.7685171956809536,67.43094488628955,71.12676056338029
0.8713040226716684,0.7499332549861775,67.18135931010076,72.19613980177361
0.8640433889308501,0.7575092278673553,67.5520125165304,71.90923317683881
0.8668214154391346,0.7373831941239462,67.49240999087336,72.66562336984872
0.858066114368134,0.733326442240425,67.82208646091378,73.10902451747522
